70994,71028,49410
66202,74419,46801
88617,71160,24380
82071,19647,71587
48624,37754,40569
84285,14192,48962
35407,53989,21072
52050,91744,23475
60612,25918,49304
27807,35272,91325
86633,92375,64920
83553,97874,53034
92585,54986,96238
97690,29862,6798
14672,34600,93674
7530,93266,1246
15597,53201,34990
37181,25,14018
40249,98026,55131
9541,62563,99682
71566,53359,54346
60915,18135,13291
37447,88067,15391
80489,57986,92579
30048,24724,91210
95159,62708,10580
98026,90281,24627
45300,727,81744
76450,41095,17816
60352,32373,78465
55022,54533,80280
10793,96263,15638
84713,20113,31025
93443,91304,18731
25986,51446,44406
47696,33506,73213
33370,90838,88612
23344,56301,49331
92111,72440,5630
86847,99486,43623
49418,97237,24120
26979,81917,86121
36300,72329,11251
23453,65370,63971
20445,77393,36591
3441,98251,23
43827,47834,70543
4439,47593,37157
42677,60711,20302
80156,73325,87415
38557,85156,65241
26770,49106,21735
66616,47876,40477
77327,5522,15426
17740,46878,20934
14405,61038,25618
37584,16463,9197
97611,52970,75370
33665,53546,47009
19680,93064,78574
85769,75464,98688
18324,7305,63934
92334,22167,50658
23500,81940,36642
8651,57159,91654
57894,55023,90366
31504,74881,59955
85917,49754,39879
72128,28086,96867
79846,6430,92979
53869,22167,44427
33597,86401,7040
79187,51854,7204
22683,30222,14188
18866,50143,20799
8327,71808,83654
87516,11345,90824
98767,18766,53375
47063,31682,39379
53147,13742,65120
35513,55521,37214
33969,72824,59213
10900,2732,34947
82417,61674,35260
843,30364,39880
48124,20441,68797
30690,27942,96287
99057,92257,64280
92076,49363,13320
18032,82023,64149
29569,85520,63953
24320,36830,82691
64456,40111,40391
14778,17926,63576
16970,94649,49239
96701,79989,58938
99240,65500,3868
12904,15131,70628
10728,22402,67001
55712,67877,162
24849,89434,8825
91593,35566,84192
29842,16573,20186
59672,41000,33901
81759,54813,61057
56661,82747,36356
43182,3337,47144
456,39660,41704
41406,8749,52687
92233,34650,98957
52188,53415,72839
8751,55132,93327
84474,10435,71748
96374,72537,72443
7856,39859,15464
4852,27542,6494
70211,62810,92690
72629,35060,40263
4391,80678,25745
92207,32736,42445
53421,46752,75500
88905,69685,66851
80063,93972,85480
68851,76825,44070
45694,12416,44351
92752,88460,20113
77245,47277,71481
29753,85996,50959
61765,7490,85166
96618,59460,72849
41535,79479,31189
90343,59194,46063
28662,37272,84041
43973,50025,49112
58254,27688,95446
96743,46662,30803
75929,52074,74766
5327,52087,27856
53583,35060,24285
25154,43481,10565
29548,18541,9421
67410,56332,49313
8056,23091,93577
64613,95441,39044
33485,32865,57701
96542,41731,20476
8957,24774,58000
31892,16981,98285
52972,85068,60888
23149,24593,20978
83276,26981,91258
72163,15717,29430
27577,48582,58508
95299,79810,35348
17898,12382,3784
46628,14354,16856
43744,92296,99315
39038,42759,2287
63503,16157,65317
20435,3464,22961
62645,41404,83448
88320,8250,76615
93760,80983,32676
17679,53807,71334
45412,27140,35810
71025,21346,49431
23404,57776,67629
61287,56355,49278
63095,96697,19103
65228,60436,1419
85328,28928,65743
25373,44815,4994
10315,15827,81621
44544,25914,62277
96168,37297,42298
86680,28057,26347
80364,5237,33991
77777,96751,84707
56551,66828,97369
15704,18065,24886
24755,54742,30542
18494,4222,87880
1530,10708,18693
21800,68531,96023
54444,57999,25870
38755,97512,86036
39909,68692,61413
90116,36594,61456
34541,86780,2266
19662,63908,50706
60511,67322,49865
80751,77961,17571
43465,63283,46951
93212,88954,97651
87011,92832,83445
16482,77291,50641
74569,7516,63148
36158,45369,84201
89876,56718,49918
58505,80479,40016
39335,4878,50674
90127,27654,21285
9215,85135,82254
58381,23968,50433
21467,6687,705
33571,70116,73708
61915,85046,64876
7055,74385,27508
38676,98390,36989
62354,15298,48479
42228,8658,50719
61383,87118,11782
519,31066,59874
66972,27438,65260
29774,21987,89434
77473,37914,99364
36487,50611,28279
86899,59235,6111
81589,9234,59933
85830,61319,16005
87175,94735,52734
5788,91562,48855
54922,80024,16652
2609,63829,68548
54936,83908,85096
46096,34521,74943
20839,26846,91074
35932,48878,67540
49415,62076,28811
66751,37809,88159
31699,32521,79277
47601,62252,18590
11605,54146,69807
43131,40409,94637
80866,97035,7070
4585,17880,91894
80048,87502,40518
62766,49349,41354
84025,26184,9816
67210,9114,49746
70284,66513,87062
42711,78309,33562
47612,55417,30467
32338,24225,34062
67756,14023,57454
22468,76218,99965
11418,17120,11776
80159,27475,50258
3040,78896,72662
9272,9192,26079
35707,61647,95225
67304,10558,82478
52264,10153,74462
16624,25113,64022
85391,17522,96790
1237,70721,8046
24805,77049,66949
1194,76249,63670
68067,96730,88263
10578,123,57719
2475,61518,21284
43255,22286,72756
43113,82354,1320
61857,30223,72028
41148,9843,95281
49888,3341,69317
5653,59575,91609
38833,30690,3701
46740,29694,16534
73408,2488,20339
92850,92047,52656
99110,15558,496
76130,86213,86452
7413,1313,87027
77737,95026,77938
12308,22570,2051
71647,46354,15474
44051,34417,5747
35335,98254,6754
1974,52755,96514
20310,58242,90069
85411,32761,80171
51011,26330,994
2214,45571,97584
89783,25811,79629
3342,97565,94862
16529,95126,30123
71489,15249,27380
58978,46859,6004
31748,1122,53521
35705,40089,58081
6921,42409,74513
57889,53262,46834
66795,76565,11320
60656,58360,44612
79105,43359,56414
7600,8232,12881
99074,42184,94425
58678,81242,84316
70850,80639,59007
4664,39827,2619
30451,37341,20311
87478,58411,97344
94209,21080,81186
95200,89728,78467
51877,5218,68518
36992,59433,67713
74025,41599,44195
2164,28465,48098
9098,94349,26742
94867,2824,58440
98081,63847,72295
97093,84634,52397
35216,16836,4643
61012,46383,50464
23634,13164,38405
86348,87348,25656
24010,70112,75612
86665,95525,86309
7050,27683,41329
25846,64404,81298
89382,23572,62409
43434,56444,4907
51658,33279,26681
756,39050,1663
55310,86993,18364
46591,18220,34444
92580,78716,35488
43799,46257,47779
40121,8846,93824
9856,49528,42710
4817,33291,9084
2643,45127,15379
99221,16837,94212
1670,40676,4545
10347,62590,59551
61701,42279,18019
23866,76571,87898
97645,76897,32667
33129,96213,84895
29921,46587,70106
83164,52748,78681
34009,85611,63481
36185,33980,87931
21563,87123,23961
92840,6086,66298
55439,53326,12812
11952,47707,14597
59549,97415,86936
79464,81360,87868
32517,63749,5935
73807,23341,44864
73220,21716,55571
69673,11271,21082
91543,91590,38449
73410,90432,74113
18184,61145,73030
83648,10492,96050
32177,11684,10272
91304,27937,10755
28227,38432,2516
4052,99904,28653
68094,71084,22357
12915,54372,16088
38132,90899,8707
68628,61342,96913
66532,32125,70429
70435,13566,3476
53747,67259,43304
10959,65280,59721
37061,16620,33608
63231,11595,69343
23924,2952,57776
74838,13406,36297
38332,25455,39054
81490,93075,45734
75192,72404,74890
6188,7886,88705
81844,18197,84647
66144,71979,85103
20698,13592,23414
69350,55075,85178
98386,71489,39827
31998,64726,65485
58782,88029,40055
15224,56052,99255
34909,11503,81817
48666,52149,26975
59412,48670,36682
31104,44712,97281
86081,38807,89709
26610,17404,68231
66622,8228,15925
46313,38324,36812
59077,49212,33228
53292,44185,80192
57399,24039,46231
34594,39735,91319
75618,52504,95105
388,93398,19851
19512,83662,9577
10864,16361,6298
39735,14916,36181
8990,16314,12416
87267,2712,47374
43958,12365,731
30764,98693,98489
10855,72212,58837
91864,45734,18464
12316,77895,51757
11086,52359,83673
63687,42644,46964
95992,88893,67675
90767,16034,33428
44225,20976,58810
36638,44483,84608
34493,14351,40440
24816,25293,31141
59271,20339,14625
92180,96264,80727
72808,93192,52322
8069,48577,86142
96107,48632,2063
42174,67221,6323
64202,87834,50651
23784,20709,84386
93787,68631,88704
71269,54002,8025
64872,33061,69155
46501,1477,43312
96572,15270,27092
60224,21161,87471
10680,31635,70166
99669,98251,51248
22049,51987,72265
68369,67888,50148
75631,21500,85174
51778,92609,89844
23155,49914,17905
83241,84465,50278
9639,15185,8231
90772,7103,21166
81267,64892,21514
92900,42517,55480
86099,28954,53772
10833,72130,14950
84296,83886,7769
93845,64997,89961
28733,86978,51632
84512,55301,11981
42786,96011,35301
13620,2488,48875
93512,41483,97637
81853,56049,26588
94087,50615,76472
7668,6680,61281
51365,33917,32862
37066,25381,6810
34423,55460,68801
9675,41297,57028
42310,52738,40981
89678,86283,83829
29941,89021,2367
24162,20819,62877
67004,46351,50738
70336,77194,93995
10742,21417,15833
79632,96378,73990
11250,56081,36077
80475,77960,20700
72195,80186,64951
13905,74109,44912
7185,13624,41564
48427,5251,2902
87302,36385,28565
15382,62215,45346
7073,5144,34426
40230,4645,75953
50540,72879,40120
68058,76380,82987
77062,86536,33695
71567,54694,57267
55337,39436,96066
78582,75213,44596
47468,57722,40753
46630,69309,60725
88814,59582,83547
87009,3886,71637
58278,694,87241
37193,74716,60
3618,39583,25797
94941,48218,28335
65398,45412,40732
79055,91275,20032
79799,65200,83061
81716,26637,14338
43519,14494,60009
1637,15456,75968
16668,8817,91736
15135,27319,65725
31737,6489,12535
95239,39355,63254
15223,84274,36828
10592,92560,78437
83811,82370,20839
5515,32375,83635
40678,39313,20076
30636,42983,26451
47474,10735,63123
64163,30683,39014
71250,54517,78686
81304,72096,50729
93543,15020,11228
5759,67525,42990
2556,13119,16091
42350,96325,3610
22644,81018,44180
89532,31709,803
32557,1266,92798
95253,39502,20814
67874,81652,97234
29891,48293,50196
31372,37000,64077
50819,82981,82747
73142,35492,80181
34347,17951,5336
16275,88782,95675
71244,5776,31327
50362,81132,5133
90707,2131,42459
86410,94109,39714
35809,57246,31223
24698,73085,4595
64768,64792,65892
61447,80300,81102
12375,9632,49278
94303,4986,44068
38130,41771,38324
80973,18011,83786
34200,87409,91903
89538,19068,78138
1624,80974,17565
46178,64167,38042
94092,11077,22063
40188,59749,38908
72896,65277,79511
96113,39518,74914
48608,36913,32999
19173,11403,26222
44072,8460,17976
89405,35023,97268
81832,75971,7186
22703,76731,34213
42881,1885,93337
1292,11407,34145
54917,42934,5367
11278,6379,6088
40807,41946,26369
51399,3367,77886
58545,36872,42797
88647,31031,96000
8419,13419,12736
23009,42380,25138
24217,12421,65195
55422,54473,70537
18719,86531,24816
72469,68766,86129
81247,23242,63714
66779,79432,27926
63040,75752,86822
27516,74053,13275
39642,16311,87335
75015,79717,25381
97918,23855,99590
51680,88761,99645
31017,89183,42516
58249,79531,96650
26377,3670,88924
24958,60303,2176
87466,48142,61437
44845,88019,4887
20165,23874,51663
13637,55805,70787
81540,23392,74603
30857,6718,72754
92386,99516,15855
39921,41733,23392
14508,35630,39484
74519,25086,88878
10618,49280,24263
46715,19865,66675
34903,19040,82702
62034,40064,25066
44830,16214,94651
63577,13896,77814
88490,37603,65618
81497,77454,51551
6225,72635,69210
52981,52542,65194
72550,4963,24526
36614,10978,57448
4153,26526,22590
16841,13301,86670
52623,24768,61088
41408,38241,70039
9349,65023,79546
88917,90926,3227
14488,45079,34226
90319,68032,55152
2258,44068,91717
90025,11196,37562
15808,65091,33550
54375,55270,316
70785,22113,9123
82572,32535,27089
75939,54555,18869
47071,46109,26596
29527,2377,82465
7012,32066,41501
37958,53501,98806
14132,93831,518
60943,80802,10339
36319,44441,98511
29159,17095,15369
59886,31458,75654
17397,49494,56038
27884,78321,84851
334,3531,69258
96756,34323,38788
44591,59486,39066
9270,74585,37150
61748,53746,8988
69205,46291,24826
8693,72603,30160
93685,35057,6918
85504,55865,50565
94527,56713,15887
19750,42843,1573
34479,91641,7589
63091,75916,32104
13435,81482,99573
70369,4210,37615
62234,44722,93351
1302,81774,19722
95657,18785,30269
81124,10265,71771
96922,87505,15321
50511,95127,77902
94906,69021,36632
46696,28084,633
43004,9546,13134
22955,27362,3383
91528,98293,79564
79998,92285,58394
8990,99296,67568
36500,656,41681
91374,98382,30164
53537,29212,24738
80278,4895,68969
42985,15707,71470
94294,70188,25495
84574,20811,29020
96213,9844,43231
